HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
7,100,435,Male,Outer Regional Australia,25,2019,10,Single
11,100,660,Male,Remote Australia,25,2019,10,Single
12,100,723,Male,Inner Regional Australia,64,2019,10,Multiple
14,60,895,Female,Major Cities of Australia,64,2019,10,Multiple
8,110,490,Male,Inner Regional Australia,17,2019,10,Single
19,80,1140,Male,Outer Regional Australia,79,2019,10,Single
11,80,660,Male,Major Cities of Australia,36,2019,10,Multiple
11,80,660,Male,Major Cities of Australia,32,2019,10,Multiple
15,100,900,Male,Major Cities of Australia,35,2019,10,Multiple
10,100,630,Male,Inner Regional Australia,37,2019,10,Single
7,110,460,Male,Outer Regional Australia,36,2019,10,Multiple
17,110,1049,Female,Very Remote Australia,28,2019,10,Single
17,80,1050,Male,Inner Regional Australia,35,2019,10,Multiple
6,80,400,Male,Inner Regional Australia,28,2019,10,Multiple
10,50,613,Female,Inner Regional Australia,26,2019,10,Single
7,100,450,Male,Remote Australia,59,2019,10,Multiple
14,50,845,Female,Major Cities of Australia,59,2019,10,Multiple
16,80,960,Male,Inner Regional Australia,51,2019,10,Multiple
19,60,1140,Male,Outer Regional Australia,5,2019,10,Multiple
11,110,693,Male,Inner Regional Australia,47,2019,10,Single
12,80,753,Male,Major Cities of Australia,55,2019,10,Multiple
7,100,420,Male,Remote Australia,45,2019,10,Multiple
3,100,200,Male,Outer Regional Australia,27,2019,10,Single
19,100,1150,Male,Inner Regional Australia,47,2019,10,Single
11,100,660,Male,Outer Regional Australia,54,2019,10,Single
16,100,967,Male,Outer Regional Australia,56,2019,10,Multiple
0,50,0,Male,Inner Regional Australia,24,2019,10,Multiple
15,50,900,Male,Major Cities of Australia,51,2019,10,Multiple
14,80,860,Male,Inner Regional Australia,67,2019,10,Single
12,80,765,Male,Inner Regional Australia,69,2019,10,Single
8,100,480,Female,Inner Regional Australia,65,2019,10,Multiple
22,110,1336,Male,Inner Regional Australia,25,2019,10,Single
9,100,540,Male,Inner Regional Australia,69,2019,10,Multiple
16,110,960,Male,Major Cities of Australia,72,2019,10,Multiple
15,100,922,Female,Major Cities of Australia,68,2019,10,Multiple
15,100,922,Male,Major Cities of Australia,69,2019,10,Multiple
11,100,664,Male,Inner Regional Australia,65,2019,10,Single
20,100,1250,Female,Inner Regional Australia,22,2019,10,Multiple
9,10,546,Female,Major Cities of Australia,80,2019,10,Single
22,60,1320,Male,Major Cities of Australia,32,2019,10,Single
7,60,420,Female,Major Cities of Australia,78,2019,10,Multiple
23,110,1420,Male,Major Cities of Australia,28,2019,10,Single
2,60,120,Male,Major Cities of Australia,29,2019,10,Single
21,100,1266,Female,Major Cities of Australia,64,2019,10,Multiple
7,100,443,Male,Major Cities of Australia,76,2019,10,Multiple
0,110,30,Male,Remote Australia,42,2019,10,Multiple
3,80,185,Male,Inner Regional Australia,20,2019,10,Single
22,70,1320,Male,Major Cities of Australia,27,2019,10,Single
14,50,840,Female,Inner Regional Australia,2,2019,10,Single
22,70,1340,Male,Inner Regional Australia,31,2019,10,Single
23,80,1391,Female,Major Cities of Australia,59,2019,10,Single
10,100,637,Male,Inner Regional Australia,57,2019,10,Single
20,60,1250,Male,Major Cities of Australia,78,2019,10,Single
12,60,720,Male,Major Cities of Australia,21,2019,10,Single
0,50,10,Male,Inner Regional Australia,51,2019,10,Single
6,50,405,Female,Major Cities of Australia,81,2019,10,Single
17,60,1020,Male,Inner Regional Australia,86,2019,10,Single
5,60,345,Male,Major Cities of Australia,36,2019,10,Single
6,50,360,Female,Outer Regional Australia,38,2019,10,Single
23,50,1425,Male,Inner Regional Australia,19,2019,9,Single
19,80,1188,Female,Major Cities of Australia,19,2019,9,Multiple
19,80,1188,Male,Major Cities of Australia,21,2019,9,Multiple
21,100,1315,Male,Inner Regional Australia,17,2019,9,Single
21,100,1315,Male,Inner Regional Australia,18,2019,9,Single
4,100,240,Male,Outer Regional Australia,43,2019,9,Single
20,100,1200,Male,Very Remote Australia,30,2019,9,Single
23,70,1410,Female,Major Cities of Australia,25,2019,9,Multiple
20,60,1238,Male,Major Cities of Australia,35,2019,9,Multiple
20,110,1215,Male,Very Remote Australia,57,2019,9,Single
21,50,1294,Male,Major Cities of Australia,68,2019,9,Multiple
5,100,300,Male,Outer Regional Australia,30,2019,9,Multiple
19,100,1140,Male,Inner Regional Australia,42,2019,9,Single
2,70,148,Female,Major Cities of Australia,45,2019,9,Multiple
22,110,1340,Male,Outer Regional Australia,53,2019,9,Multiple
12,50,775,Female,Major Cities of Australia,32,2019,9,Single
17,100,1050,Male,Inner Regional Australia,51,2019,9,Single
15,100,900,Male,Inner Regional Australia,17,2019,9,Single
21,100,1260,Male,Major Cities of Australia,19,2019,9,Single
12,100,735,Male,Inner Regional Australia,18,2019,9,Single
11,60,700,Male,Major Cities of Australia,55,2019,9,Multiple
15,100,900,Male,Inner Regional Australia,19,2019,9,Multiple
11,60,667,Female,Major Cities of Australia,22,2019,9,Single
12,80,720,Male,Outer Regional Australia,22,2019,9,Single
16,80,960,Male,Inner Regional Australia,24,2019,9,Multiple
9,100,540,Female,Inner Regional Australia,23,2019,9,Single
13,100,831,Female,Outer Regional Australia,24,2019,9,Multiple
13,100,831,Female,Outer Regional Australia,23,2019,9,Multiple
11,60,667,Male,Major Cities of Australia,33,2019,9,Single
8,100,480,Male,Inner Regional Australia,62,2019,9,Multiple
13,50,820,Male,Major Cities of Australia,46,2019,9,Single
14,50,859,Male,Outer Regional Australia,60,2019,9,Multiple
14,100,860,Male,Inner Regional Australia,47,2019,9,Multiple
11,80,705,Female,Inner Regional Australia,79,2019,9,Multiple
11,80,705,Male,Inner Regional Australia,80,2019,9,Multiple
13,80,810,Male,Outer Regional Australia,79,2019,9,Multiple
15,100,925,Male,Inner Regional Australia,39,2019,9,Multiple
17,80,1025,Male,Inner Regional Australia,17,2019,9,Single
13,60,832,Male,Major Cities of Australia,23,2019,9,Single
14,100,880,Female,Inner Regional Australia,23,2019,9,Multiple
19,100,1180,Male,Inner Regional Australia,72,2019,9,Single
14,100,880,Male,Inner Regional Australia,39,2019,9,Multiple
6,80,390,Male,Inner Regional Australia,31,2019,9,Single
12,80,720,Male,Major Cities of Australia,19,2019,9,Single
15,50,905,Male,Inner Regional Australia,62,2019,9,Single
10,70,650,Male,Major Cities of Australia,55,2019,9,Multiple
10,60,652,Male,Major Cities of Australia,23,2019,9,Single
9,110,549,Male,Very Remote Australia,19,2019,9,Single
16,80,1015,Female,Inner Regional Australia,34,2019,9,Multiple
11,100,660,Male,Outer Regional Australia,34,2019,9,Multiple
15,70,900,Male,Major Cities of Australia,31,2019,9,Single
0,70,0,Male,Major Cities of Australia,19,2019,9,Multiple
2,60,120,Male,Major Cities of Australia,24,2019,9,Multiple
15,60,945,Male,Major Cities of Australia,43,2019,9,Single
21,110,1300,Male,Outer Regional Australia,19,2019,9,Single
10,50,615,Female,Inner Regional Australia,51,2019,9,Single
13,100,780,Male,Inner Regional Australia,53,2019,9,Multiple
13,110,780,Male,Remote Australia,61,2019,9,Multiple
7,100,420,Female,Outer Regional Australia,62,2019,9,Multiple
20,50,1215,Female,Inner Regional Australia,49,2019,9,Single
6,110,375,Male,Very Remote Australia,43,2019,9,Single
12,100,720,Male,Outer Regional Australia,63,2019,9,Single
16,100,960,Female,Outer Regional Australia,62,2019,9,Multiple
10,50,624,Male,Inner Regional Australia,57,2019,9,Multiple
12,100,729,Male,Outer Regional Australia,65,2019,9,Multiple
13,100,834,Male,Outer Regional Australia,70,2019,9,Single
12,110,746,Male,Inner Regional Australia,72,2019,9,Multiple
9,100,570,Male,Inner Regional Australia,68,2019,9,Multiple
20,50,1245,Male,Major Cities of Australia,41,2019,9,Multiple
15,100,930,Male,Outer Regional Australia,65,2019,9,Single
12,80,723,Female,Outer Regional Australia,69,2019,9,Single
10,60,645,Female,Major Cities of Australia,72,2019,9,Multiple
16,100,960,Female,Outer Regional Australia,74,2019,9,Multiple
9,100,540,Male,Inner Regional Australia,76,2019,9,Single
8,60,480,Male,Major Cities of Australia,78,2019,9,Multiple
10,60,617,Male,Major Cities of Australia,83,2019,9,Single
4,100,290,Male,Outer Regional Australia,36,2019,9,Multiple
1,60,80,Male,Major Cities of Australia,41,2019,9,Single
18,50,1096,Male,Major Cities of Australia,42,2019,9,Single
11,110,705,Female,Outer Regional Australia,85,2019,9,Single
13,100,790,Female,Inner Regional Australia,85,2019,9,Single
11,80,660,Male,Inner Regional Australia,23,2019,9,Single
20,50,1202,Male,Major Cities of Australia,52,2019,9,Single
8,40,515,Male,Major Cities of Australia,12,2019,9,Single
21,50,1285,Female,Major Cities of Australia,70,2019,9,Single
0,60,0,Male,Outer Regional Australia,20,2019,9,Single
10,50,610,Female,Major Cities of Australia,74,2019,9,Single
18,80,1080,Male,Major Cities of Australia,38,2019,9,Single
19,80,1140,Female,Outer Regional Australia,29,2019,9,Single
19,110,1155,Male,Inner Regional Australia,52,2019,8,Single
23,100,1430,Male,Very Remote Australia,34,2019,8,Single
22,80,1320,Male,Major Cities of Australia,20,2019,8,Single
18,50,1106,Male,Inner Regional Australia,47,2019,8,Multiple
0,90,1,Male,Inner Regional Australia,25,2019,8,Single
23,100,1380,Male,Outer Regional Australia,24,2019,8,Single
23,60,1429,Male,Major Cities of Australia,47,2019,8,Single
21,80,1280,Male,Major Cities of Australia,22,2019,8,Single
19,50,1171,Male,Major Cities of Australia,41,2019,8,Multiple
2,80,170,Male,Remote Australia,5,2019,8,Single
0,60,2,Female,Major Cities of Australia,22,2019,8,Single
3,110,237,Female,Very Remote Australia,34,2019,8,Single
3,100,180,Male,Inner Regional Australia,35,2019,8,Single
18,110,1100,Male,Outer Regional Australia,37,2019,8,Multiple
4,80,270,Male,Outer Regional Australia,20,2019,8,Single
19,60,1160,Male,Major Cities of Australia,37,2019,8,Multiple
5,60,300,Male,Inner Regional Australia,24,2019,8,Single
13,80,780,Male,Major Cities of Australia,34,2019,8,Multiple
17,110,1030,Female,Very Remote Australia,35,2019,8,Single
17,110,1030,Female,Very Remote Australia,36,2019,8,Single
16,80,975,Male,Major Cities of Australia,16,2019,8,Multiple
15,110,957,Female,Very Remote Australia,12,2019,8,Single
16,80,975,Female,Major Cities of Australia,18,2019,8,Multiple
21,110,1270,Male,Inner Regional Australia,34,2019,8,Single
6,60,369,Male,Major Cities of Australia,24,2019,8,Single
13,110,810,Male,Very Remote Australia,27,2019,8,Single
17,100,1020,Male,Remote Australia,35,2019,8,Single
14,100,840,Female,Outer Regional Australia,26,2019,8,Single
18,110,1110,Male,Outer Regional Australia,32,2019,8,Single
15,70,900,Male,Inner Regional Australia,47,2019,8,Single
9,100,540,Female,Outer Regional Australia,52,2019,8,Multiple
13,110,800,Male,Inner Regional Australia,60,2019,8,Multiple
12,80,730,Male,Outer Regional Australia,64,2019,8,Single
10,60,600,Male,Major Cities of Australia,42,2019,8,Single
17,50,1064,Male,Outer Regional Australia,44,2019,8,Multiple
12,80,720,Male,Very Remote Australia,68,2019,8,Multiple
13,80,825,Male,Outer Regional Australia,73,2019,8,Multiple
16,50,1010,Male,Major Cities of Australia,81,2019,8,Multiple
5,100,300,Male,Very Remote Australia,61,2019,8,Multiple
15,110,910,Male,Inner Regional Australia,43,2019,8,Single
8,100,480,Female,Very Remote Australia,55,2019,8,Single
12,60,768,Female,Major Cities of Australia,9,2019,8,Single
14,110,872,Male,Inner Regional Australia,41,2019,8,Single
9,60,549,Male,Inner Regional Australia,23,2019,8,Multiple
9,60,540,Male,Major Cities of Australia,18,2019,8,Single
19,80,1170,Male,Inner Regional Australia,88,2019,8,Multiple
15,80,934,Female,Major Cities of Australia,93,2019,8,Multiple
15,110,950,Female,Very Remote Australia,21,2019,8,Single
17,50,1070,Male,Major Cities of Australia,18,2019,8,Multiple
8,50,510,Male,Major Cities of Australia,17,2019,8,Multiple
21,50,1315,Female,Major Cities of Australia,81,2019,8,Multiple
21,50,1315,Male,Major Cities of Australia,83,2019,8,Multiple
17,80,1075,Female,Very Remote Australia,26,2019,8,Single
20,60,1240,Male,Major Cities of Australia,17,2019,8,Single
14,70,850,Male,Major Cities of Australia,30,2019,8,Multiple
11,110,700,Male,Inner Regional Australia,26,2019,8,Multiple
12,100,745,Male,Inner Regional Australia,53,2019,8,Multiple
16,110,960,Male,Outer Regional Australia,59,2019,8,Single
11,110,665,Male,Major Cities of Australia,51,2019,8,Multiple
12,80,720,Male,Outer Regional Australia,43,2019,8,Single
14,100,840,Female,Inner Regional Australia,47,2019,8,Single
1,50,95,Male,Inner Regional Australia,23,2019,8,Single
20,80,1200,Male,Inner Regional Australia,18,2019,8,Single
14,100,885,Male,Inner Regional Australia,50,2019,8,Single
11,110,700,Male,Inner Regional Australia,64,2019,8,Multiple
12,100,720,Female,Inner Regional Australia,63,2019,8,Multiple
21,60,1266,Male,Major Cities of Australia,23,2019,8,Multiple
15,50,957,Female,Major Cities of Australia,52,2019,8,Single
7,90,470,Female,Inner Regional Australia,68,2019,8,Multiple
13,100,780,Female,Inner Regional Australia,69,2019,8,Single
9,80,540,Male,Inner Regional Australia,66,2019,8,Single
14,80,840,Male,Inner Regional Australia,71,2019,8,Single
13,80,810,Male,Inner Regional Australia,71,2019,8,Single
15,40,926,Male,Major Cities of Australia,68,2019,8,Single
13,80,780,Female,Inner Regional Australia,74,2019,8,Multiple
16,100,960,Male,Inner Regional Australia,77,2019,8,Multiple
7,60,445,Male,Major Cities of Australia,84,2019,8,Multiple
1,110,60,Male,Major Cities of Australia,33,2019,8,Single
14,100,840,Female,Major Cities of Australia,78,2019,8,Single
2,80,170,Male,Remote Australia,27,2019,8,Single
9,100,540,Male,Outer Regional Australia,90,2019,8,Multiple
18,100,1080,Male,Inner Regional Australia,58,2019,8,Multiple
19,110,1169,Male,Remote Australia,61,2019,8,Single
15,80,951,Male,Inner Regional Australia,89,2019,8,Single
14,60,863,Male,Outer Regional Australia,85,2019,8,Single
22,60,1370,Male,Inner Regional Australia,25,2019,8,Single
21,80,1306,Female,Major Cities of Australia,20,2019,8,Single
18,50,1135,Male,Major Cities of Australia,45,2019,8,Single
18,60,1080,Male,Inner Regional Australia,45,2019,8,Single
12,60,724,Male,Major Cities of Australia,82,2019,8,Single
22,70,1367,Male,Major Cities of Australia,47,2019,8,Single
18,60,1080,Male,Inner Regional Australia,58,2019,8,Single
16,70,965,Male,Major Cities of Australia,20,2019,8,Single
20,60,1200,Male,Inner Regional Australia,76,2019,8,Single
10,25,600,Female,Major Cities of Australia,31,2019,8,Single
12,50,730,Male,Inner Regional Australia,76,2019,8,Single
12,40,773,Male,Major Cities of Australia,88,2019,8,Single
8,40,480,Female,Major Cities of Australia,81,2019,8,Single
20,70,1250,Male,Major Cities of Australia,18,2019,7,Multiple
0,110,20,Male,Inner Regional Australia,34,2019,7,Single
23,80,1422,Male,Major Cities of Australia,25,2019,7,Multiple
21,90,1300,Male,Inner Regional Australia,34,2019,7,Single
3,100,210,Female,Inner Regional Australia,22,2019,7,Single
3,100,210,Male,Inner Regional Australia,21,2019,7,Single
2,60,160,Male,Major Cities of Australia,63,2019,7,Multiple
22,50,1350,Male,Major Cities of Australia,51,2019,7,Single
21,50,1285,Male,Major Cities of Australia,48,2019,7,Single
2,100,125,Male,Outer Regional Australia,60,2019,7,Multiple
23,110,1424,Male,Remote Australia,51,2019,7,Single
0,50,0,Male,Major Cities of Australia,19,2019,7,Multiple
10,100,600,Male,Outer Regional Australia,25,2019,7,Multiple
16,60,960,Male,Major Cities of Australia,25,2019,7,Single
18,80,1080,Male,Inner Regional Australia,18,2019,7,Multiple
16,100,966,Male,Inner Regional Australia,30,2019,7,Single
17,100,1070,Male,Inner Regional Australia,6,2019,7,Single
16,80,1010,Male,Inner Regional Australia,22,2019,7,Single
18,90,1080,Male,Inner Regional Australia,33,2019,7,Multiple
13,70,780,Male,Major Cities of Australia,31,2019,7,Multiple
9,80,590,Male,Inner Regional Australia,27,2019,7,Single
15,100,940,Male,Inner Regional Australia,26,2019,7,Multiple
4,100,240,Male,Major Cities of Australia,28,2019,7,Single
8,50,480,Male,Inner Regional Australia,34,2019,7,Single
10,100,600,Female,Outer Regional Australia,56,2019,7,Multiple
7,100,420,Male,Outer Regional Australia,53,2019,7,Multiple
0,60,18,Male,Major Cities of Australia,28,2019,7,Multiple
11,60,660,Female,Inner Regional Australia,46,2019,7,Single
16,80,1001,Male,Major Cities of Australia,40,2019,7,Multiple
15,70,945,Female,Major Cities of Australia,72,2019,7,Single
0,110,1,Male,Remote Australia,56,2019,7,Single
8,70,520,Female,Major Cities of Australia,79,2019,7,Multiple
9,100,540,Male,Outer Regional Australia,60,2019,7,Multiple
16,50,981,Male,Outer Regional Australia,52,2019,7,Single
15,100,900,Male,Inner Regional Australia,16,2019,7,Single
19,100,1140,Male,Very Remote Australia,72,2019,7,Multiple
14,80,896,Female,Inner Regional Australia,29,2019,7,Single
15,80,929,Male,Inner Regional Australia,24,2019,7,Single
15,100,900,Male,Inner Regional Australia,19,2019,7,Single
8,80,497,Male,Major Cities of Australia,22,2019,7,Multiple
17,110,1027,Male,Very Remote Australia,22,2019,7,Single
7,100,420,Male,Very Remote Australia,26,2019,7,Single
7,100,420,Male,Very Remote Australia,33,2019,7,Single
6,100,367,Male,Very Remote Australia,36,2019,7,Single
17,60,1020,Male,Major Cities of Australia,28,2019,7,Multiple
14,100,860,Male,Inner Regional Australia,46,2019,7,Single
8,110,527,Male,Remote Australia,43,2019,7,Single
6,110,390,Male,Inner Regional Australia,48,2019,7,Multiple
12,110,720,Male,Inner Regional Australia,46,2019,7,Multiple
16,110,1000,Male,Very Remote Australia,42,2019,7,Single
16,80,960,Male,Inner Regional Australia,50,2019,7,Multiple
6,50,380,Male,Inner Regional Australia,52,2019,7,Single
16,80,1006,Female,Outer Regional Australia,51,2019,7,Multiple
11,60,680,Female,Major Cities of Australia,58,2019,7,Multiple
11,60,680,Male,Major Cities of Australia,64,2019,7,Multiple
6,80,400,Male,Major Cities of Australia,49,2019,7,Multiple
11,110,710,Female,Outer Regional Australia,67,2019,7,Multiple
4,80,265,Male,Major Cities of Australia,27,2019,7,Single
9,80,555,Male,Inner Regional Australia,90,2019,7,Multiple
18,70,1080,Male,Inner Regional Australia,33,2019,7,Multiple
0,100,5,Male,Inner Regional Australia,38,2019,7,Multiple
14,100,875,Male,Outer Regional Australia,86,2019,7,Single
16,80,975,Male,Inner Regional Australia,87,2019,7,Multiple
17,50,1055,Female,Major Cities of Australia,78,2019,7,Multiple
15,100,900,Male,Outer Regional Australia,84,2019,7,Single
23,100,1430,Male,Inner Regional Australia,51,2019,7,Single
11,100,660,Female,Inner Regional Australia,75,2019,7,Multiple
5,100,300,Male,Inner Regional Australia,52,2019,7,Multiple
15,60,950,Female,Inner Regional Australia,86,2019,7,Multiple
4,50,285,Female,Outer Regional Australia,43,2019,7,Single
12,50,730,Female,Inner Regional Australia,1,2019,7,Single
0,80,40,Male,Major Cities of Australia,26,2019,7,Single
17,60,1050,Female,Major Cities of Australia,81,2019,7,Single
17,50,1065,Male,Major Cities of Australia,88,2019,7,Single
16,80,977,Male,Major Cities of Australia,14,2019,7,Single
13,60,836,Female,Major Cities of Australia,75,2019,7,Single
18,60,1130,Male,Major Cities of Australia,80,2019,7,Multiple
23,110,1410,Male,Outer Regional Australia,49,2019,7,Single
3,50,195,Male,Inner Regional Australia,37,2019,7,Single
18,50,1136,Female,Major Cities of Australia,29,2019,7,Single
19,60,1175,Male,Major Cities of Australia,61,2019,7,Single
5,60,332,Female,Major Cities of Australia,72,2019,7,Single
18,60,1080,Female,Major Cities of Australia,92,2019,7,Single
18,50,1101,Female,Inner Regional Australia,95,2019,7,Single
23,100,1380,Male,Outer Regional Australia,62,2019,6,Single
0,100,45,Male,Inner Regional Australia,22,2019,6,Multiple
1,110,80,Male,Very Remote Australia,23,2019,6,Multiple
1,60,90,Male,Inner Regional Australia,25,2019,6,Single
19,100,1170,Female,Outer Regional Australia,34,2019,6,Single
5,110,303,Male,Remote Australia,20,2019,6,Multiple
19,100,1175,Male,Inner Regional Australia,37,2019,6,Single
1,50,71,Male,Major Cities of Australia,35,2019,6,Single
3,60,180,Male,Outer Regional Australia,19,2019,6,Single
5,60,355,Male,Inner Regional Australia,22,2019,6,Single
20,110,1200,Male,Very Remote Australia,35,2019,6,Single
23,110,1384,Male,Major Cities of Australia,28,2019,6,Single
21,80,1283,Male,Inner Regional Australia,42,2019,6,Single
0,110,30,Male,Inner Regional Australia,47,2019,6,Single
0,110,30,Male,Inner Regional Australia,47,2019,6,Single
19,40,1180,Male,Major Cities of Australia,48,2019,6,Multiple
22,110,1335,Male,Very Remote Australia,65,2019,6,Multiple
20,50,1200,Male,Major Cities of Australia,25,2019,6,Multiple
1,110,80,Male,Outer Regional Australia,44,2019,6,Single
17,100,1030,Male,Inner Regional Australia,25,2019,6,Single
14,110,880,Female,Remote Australia,4,2019,6,Single
12,100,775,Male,Inner Regional Australia,21,2019,6,Single
18,110,1095,Male,Outer Regional Australia,22,2019,6,Multiple
12,70,720,Male,Major Cities of Australia,56,2019,6,Multiple
12,70,720,Male,Major Cities of Australia,22,2019,6,Multiple
8,100,507,Female,Outer Regional Australia,17,2019,6,Multiple
2,50,120,Male,Remote Australia,31,2019,6,Single
12,100,740,Male,Outer Regional Australia,59,2019,6,Single
5,100,345,Male,Outer Regional Australia,28,2019,6,Single
8,100,480,Male,Inner Regional Australia,60,2019,6,Multiple
8,100,480,Female,Inner Regional Australia,62,2019,6,Multiple
8,100,480,Female,Inner Regional Australia,63,2019,6,Multiple
17,100,1020,Male,Inner Regional Australia,68,2019,6,Single
16,80,982,Female,Major Cities of Australia,71,2019,6,Multiple
11,110,660,Male,Remote Australia,79,2019,6,Single
17,50,1025,Male,Major Cities of Australia,37,2019,6,Multiple
16,60,1005,Male,Major Cities of Australia,30,2019,6,Multiple
10,100,600,Female,Outer Regional Australia,16,2019,6,Single
12,60,731,Male,Inner Regional Australia,18,2019,6,Multiple
6,110,380,Male,Outer Regional Australia,46,2019,6,Single
7,100,437,Male,Outer Regional Australia,56,2019,6,Multiple
6,70,403,Male,Major Cities of Australia,20,2019,6,Multiple
18,110,1125,Male,Remote Australia,74,2019,6,Multiple
6,80,407,Male,Inner Regional Australia,24,2019,6,Multiple
13,100,810,Male,Inner Regional Australia,52,2019,6,Single
15,50,931,Male,Major Cities of Australia,93,2019,6,Single
16,100,980,Male,Inner Regional Australia,62,2019,6,Multiple
20,110,1250,Male,Inner Regional Australia,76,2019,6,Multiple
15,110,910,Male,Inner Regional Australia,39,2019,6,Multiple
6,110,418,Male,Remote Australia,27,2019,6,Multiple
15,100,900,Male,Remote Australia,34,2019,6,Multiple
15,100,900,Female,Remote Australia,37,2019,6,Multiple
14,80,855,Male,Major Cities of Australia,34,2019,6,Multiple
14,90,852,Female,Major Cities of Australia,54,2019,6,Multiple
9,80,555,Male,Outer Regional Australia,45,2019,6,Single
3,100,180,Male,Outer Regional Australia,29,2019,6,Single
15,130,930,Female,Very Remote Australia,57,2019,6,Single
14,70,840,Female,Inner Regional Australia,50,2019,6,Single
14,100,840,Male,Outer Regional Australia,62,2019,6,Multiple
23,80,1415,Male,Inner Regional Australia,49,2019,6,Single
6,100,383,Male,Inner Regional Australia,52,2019,6,Single
13,100,780,Male,Outer Regional Australia,70,2019,6,Single
14,110,854,Male,Inner Regional Australia,74,2019,6,Multiple
14,90,852,Male,Major Cities of Australia,70,2019,6,Multiple
6,110,404,Male,Outer Regional Australia,69,2019,6,Multiple
6,60,405,Male,Major Cities of Australia,86,2019,6,Single
19,100,1140,Male,Very Remote Australia,23,2019,6,Multiple
10,20,637,Female,Major Cities of Australia,89,2019,6,Single
19,100,1170,Male,Inner Regional Australia,30,2019,6,Multiple
8,10,537,Male,Major Cities of Australia,90,2019,6,Multiple
4,60,260,Male,Major Cities of Australia,44,2019,6,Single
14,80,870,Male,Outer Regional Australia,76,2019,6,Single
16,100,1010,Male,Outer Regional Australia,90,2019,6,Multiple
14,100,865,Male,Outer Regional Australia,85,2019,6,Single
21,60,1300,Female,Major Cities of Australia,15,2019,6,Single
23,100,1400,Male,Inner Regional Australia,39,2019,6,Single
22,50,1335,Female,Inner Regional Australia,58,2019,6,Single
10,50,645,Male,Outer Regional Australia,99,2019,6,Single
0,50,0,Male,Inner Regional Australia,20,2019,6,Single
6,100,400,Male,Outer Regional Australia,62,2019,6,Single
15,60,946,Male,Major Cities of Australia,83,2019,6,Single
9,70,540,Male,Inner Regional Australia,65,2019,6,Single
19,70,1170,Male,Major Cities of Australia,62,2019,6,Single
12,50,720,Female,Major Cities of Australia,87,2019,6,Single
18,100,1080,Male,Inner Regional Australia,75,2019,6,Multiple
21,80,1298,Male,Inner Regional Australia,24,2019,6,Single
17,60,1050,Male,Major Cities of Australia,88,2019,6,Single
14,60,895,Male,Inner Regional Australia,95,2019,6,Single
10,50,620,Male,Major Cities of Australia,44,2019,6,Multiple
20,60,1205,Male,Major Cities of Australia,26,2019,5,Multiple
21,110,1274,Male,Remote Australia,58,2019,5,Multiple
19,60,1171,Male,Major Cities of Australia,21,2019,5,Multiple
2,100,150,Male,Outer Regional Australia,19,2019,5,Single
21,50,1319,Male,Major Cities of Australia,28,2019,5,Single
18,60,1129,Male,Inner Regional Australia,30,2019,5,Single
18,100,1085,Male,Outer Regional Australia,43,2019,5,Multiple
23,100,1428,Male,Outer Regional Australia,21,2019,5,Multiple
23,100,1428,Male,Outer Regional Australia,7,2019,5,Multiple
0,80,1,Male,Inner Regional Australia,22,2019,5,Single
20,60,1240,Male,Outer Regional Australia,21,2019,5,Single
23,80,1395,Female,Major Cities of Australia,18,2019,5,Multiple
23,80,1395,Male,Major Cities of Australia,22,2019,5,Multiple
18,100,1095,Male,Inner Regional Australia,30,2019,5,Multiple
21,60,1277,Male,Major Cities of Australia,26,2019,5,Single
4,100,270,Male,Remote Australia,18,2019,5,Single
18,90,1090,Male,Major Cities of Australia,62,2019,5,Multiple
1,50,60,Male,Very Remote Australia,57,2019,5,Single
15,60,945,Male,Inner Regional Australia,31,2019,5,Multiple
6,110,409,Male,Remote Australia,41,2019,5,Single
0,100,15,Male,Inner Regional Australia,19,2019,5,Multiple
12,60,720,Male,Inner Regional Australia,49,2019,5,Single
0,60,0,Male,Major Cities of Australia,23,2019,5,Multiple
22,80,1320,Male,Major Cities of Australia,20,2019,5,Single
16,100,965,Male,Outer Regional Australia,59,2019,5,Single
7,100,458,Male,Inner Regional Australia,15,2019,5,Multiple
22,110,1320,Male,Major Cities of Australia,28,2019,5,Single
1,80,60,Male,Major Cities of Australia,32,2019,5,Single
8,110,515,Female,Outer Regional Australia,17,2019,5,Single
17,100,1020,Female,Inner Regional Australia,25,2019,5,Multiple
17,100,1020,Male,Inner Regional Australia,19,2019,5,Multiple
17,110,1050,Male,Outer Regional Australia,23,2019,5,Single
9,70,540,Male,Inner Regional Australia,23,2019,5,Single
2,70,139,Male,Major Cities of Australia,27,2019,5,Multiple
8,100,515,Male,Outer Regional Australia,64,2019,5,Multiple
0,60,0,Male,Major Cities of Australia,32,2019,5,Multiple
9,50,540,Male,Major Cities of Australia,49,2019,5,Single
12,80,750,Male,Outer Regional Australia,58,2019,5,Single
11,110,660,Male,Very Remote Australia,63,2019,5,Single
11,60,695,Female,Major Cities of Australia,40,2019,5,Single
15,100,955,Male,Inner Regional Australia,82,2019,5,Single
15,60,934,Male,Major Cities of Australia,88,2019,5,Multiple
23,80,1400,Female,Major Cities of Australia,56,2019,5,Single
13,100,835,Male,Inner Regional Australia,41,2019,5,Single
16,70,998,Male,Major Cities of Australia,29,2019,5,Single
14,70,840,Male,Major Cities of Australia,14,2019,5,Multiple
